"Supplied Name","guid","scientificName","family","kingdom","vernacular name","status code","status"
"Helicteres sp. Mt Shadforth (I.R. Telford 11609)","http://id.biodiversity.org.au/node/apni/2889359","Helicteres sp. Mt Shadforth (I.R.Telford 11609)","Malvaceae",,,"P1","Priority 1: Poorly-known species"
"Melaleuca macronychia subsp. trygonoides","http://id.biodiversity.org.au/node/apni/2904308","Melaleuca macronychia subsp. trygonoides","Myrtaceae",,,"P3","Priority 3: Poorly-known species"
"Acacia sp. Edgar Range (S.D. Hopper 1763)","http://id.biodiversity.org.au/node/apni/2912294","Acacia sp. Edgar Range (S.D.Hopper 1763)","Fabaceae",,,"P1","Priority 1: Poorly-known species"
"Acacia sp. Muggon Station (S. Patrick & D. Edinger SP 3235)","ALA_Acacia_sp_Muggon_Station_S_Patrick_D_Edinger_SP_3235","Acacia sp. Muggon Station (S. Patrick & D. Edinger SP 3235)",,,,"P2","Priority 2: Poorly-known species"
"Melaleuca ochroma","http://id.biodiversity.org.au/node/apni/2896499","Melaleuca ochroma","Myrtaceae",,,"P3","Priority 3: Poorly-known species"
"Glycine falcata","http://id.biodiversity.org.au/node/apni/2892061","Glycine falcata","Fabaceae",,,"P3","Priority 3: Poorly-known species"
"Scleria sp. C Kimberley Flora (K.F. Kenneally 4873)","http://id.biodiversity.org.au/node/apni/2917269","Scleria sp. C Kimberley Flora (K.F.Kenneally 4873)","Cyperaceae",,,"P1","Priority 1: Poorly-known species"
"Leucopogon florulentus","http://id.biodiversity.org.au/node/apni/2891311","Leucopogon florulentus","Ericaceae",,,"P3","Priority 3: Poorly-known species"
"Platytheca sp. Sabina (G.J. & B.J. Keighery 295)","http://id.biodiversity.org.au/node/apni/2899174","Platytheca sp. Sabina (G.J. & B.J.Keighery 295)","Elaeocarpaceae",,,"P2","Priority 2: Poorly-known species"
"Synaphea tripartita","http://id.biodiversity.org.au/node/apni/2905653","Synaphea tripartita","Proteaceae",,,"P3","Priority 3: Poorly-known species"
"Calidris minuta","urn:lsid:biodiversity.org.au:afd.taxon:5b293a18-eea5-477f-803b-1e2e8d5c840a","Calidris (Ereunetes) minuta","Scolopacidae",,"little stint","IA","Migratory birds protected under international agreement"
"Triodia celsa","http://id.biodiversity.org.au/name/apni/4917884","Triodia celsa",,,,"P2","Priority 2: Poorly-known species"
"Calothamnus graniticus subsp. graniticus","http://id.biodiversity.org.au/node/apni/2890914","Calothamnus graniticus subsp. graniticus","Myrtaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Gastrolobium tergiversum","http://id.biodiversity.org.au/node/apni/2900022","Gastrolobium tergiversum","Fabaceae",,,"P2","Priority 2: Poorly-known species"
"Pseudocheirus occidentalis","urn:lsid:biodiversity.org.au:afd.taxon:df5c846f-14a9-4f0a-93f4-92710cdb4cd7","Pseudocheirus occidentalis","Pseudocheiridae",,"western ringtail possum, ngwayir","CR","Critically endangered"
"Beyeria rostellata","http://id.biodiversity.org.au/node/apni/2899929","Beyeria rostellata","Euphorbiaceae",,,"P1","Priority 1: Poorly-known species"
"Hydrocotyle sp. Hamelinensis (G.J. Keighery s.n. PERTH 02391325)",,,,,,"P2","Priority 2: Poorly-known species"
"Glycine pindanica","http://id.biodiversity.org.au/node/apni/2917552","Glycine pindanica","Fabaceae",,,"P3","Priority 3: Poorly-known species"
"Solanum carduiforme","http://id.biodiversity.org.au/node/apni/2897000","Solanum carduiforme","Solanaceae",,,"P2","Priority 2: Poorly-known species"
"Desmocladus eyreanus","http://id.biodiversity.org.au/name/apni/246536","Desmocladus eyreanus",,,,"P2","Priority 2: Poorly-known species"
"Frankenia parvula","http://id.biodiversity.org.au/node/apni/2906237","Frankenia parvula","Frankeniaceae",,,"EN","Endangered"
"Sphaerolobium validum","http://id.biodiversity.org.au/node/apni/2910856","Sphaerolobium validum","Fabaceae",,,"P3","Priority 3: Poorly-known species"
"Pentalepis trichodesmoides subsp. hispida","http://id.biodiversity.org.au/node/apni/7053398","Pentalepis trichodesmoides subsp. hispida","Asteraceae",,,"P2","Priority 2: Poorly-known species"
"Glycine pullenii","http://id.biodiversity.org.au/node/apni/2891739","Glycine pullenii","Fabaceae",,,"P3","Priority 3: Poorly-known species"
"Calotis squamigera","http://id.biodiversity.org.au/node/apni/2898764","Calotis squamigera","Asteraceae",,,"P1","Priority 1: Poorly-known species"
"Olearia mucronata","http://id.biodiversity.org.au/node/apni/2913501","Olearia mucronata","Asteraceae",,,"P3","Priority 3: Poorly-known species"
"Verticordia multiflora subsp. solox","http://id.biodiversity.org.au/node/apni/2913557","Verticordia multiflora subsp. solox","Myrtaceae",,,"P2","Priority 2: Poorly-known species"
"Tetratheca nephelioides","http://id.biodiversity.org.au/node/apni/2890511","Tetratheca nephelioides","Elaeocarpaceae",,,"EN","Endangered"
"Kimboraga yammerana","urn:lsid:biodiversity.org.au:afd.taxon:b066470d-e2c5-4534-add9-0db7cfb6f27d","Kimboraga yammerana","Camaenidae",,"a camaenid land snail","P1","Priority 1: Poorly-known species"
"Acacia burrowsiana","http://id.biodiversity.org.au/node/apni/2901254","Acacia burrowsiana","Fabaceae",,,"P3","Priority 3: Poorly-known species"
"Stylidium weeliwolli","http://id.biodiversity.org.au/node/apni/2890516","Stylidium weeliwolli","Stylidiaceae",,,"P2","Priority 2: Poorly-known species"
"Amanita wadjukiorum","73638281-6698-485f-a4d4-ac9e6fbfb599","Amanita wadjukiorum","Amanitaceae",,,"P3","Priority 3: Poorly-known species"
"Leucopogon borealis","http://id.biodiversity.org.au/node/apni/2906544","Leucopogon borealis","Ericaceae",,,"P2","Priority 2: Poorly-known species"
"Synaphea polypodioides","http://id.biodiversity.org.au/node/apni/2890393","Synaphea polypodioides","Proteaceae",,,"P3","Priority 3: Poorly-known species"
"Caladenia barbarella","http://id.biodiversity.org.au/node/apni/2895878","Caladenia barbarella","Orchidaceae",,,"EN","Endangered"
"Drosera kenneallyi","http://id.biodiversity.org.au/node/apni/2890455","Drosera kenneallyi","Droseraceae",,,"P1","Priority 1: Poorly-known species"
"Acacia incanicarpa","http://id.biodiversity.org.au/node/apni/2916119","Acacia incanicarpa","Fabaceae",,,"P2","Priority 2: Poorly-known species"
"Coopernookia georgei","http://id.biodiversity.org.au/node/apni/2907729","Coopernookia georgei","Goodeniaceae",,,"EN","Endangered"
"Acacia phacelia","http://id.biodiversity.org.au/node/apni/2919771","Acacia phacelia","Fabaceae",,,"P3","Priority 3: Poorly-known species"
"Adenanthos pungens subsp. effusus","http://id.biodiversity.org.au/node/apni/2912273","Adenanthos pungens subsp. effusus","Proteaceae",,,"CR","Critically endangered"
"Solanum kentrocaule","http://id.biodiversity.org.au/node/apni/7971441","Solanum kentrocaule","Solanaceae",,,"P3","Priority 3: Poorly-known species"
"Hensmania stoniella","http://id.biodiversity.org.au/node/apni/2888925","Hensmania stoniella","Hemerocallidaceae",,,"P3","Priority 3: Poorly-known species"
"Lerista separanda","urn:lsid:biodiversity.org.au:afd.taxon:65907395-7786-4f1a-8dad-b13613981b98","Lerista separanda","Scincidae",,"a skink","P2","Priority 2: Poorly-known species"
"Drosera gibsonii","http://id.biodiversity.org.au/node/apni/2917197","Drosera gibsonii","Droseraceae",,,"P2","Priority 2: Poorly-known species"
"Stylidium longitubum","http://id.biodiversity.org.au/node/apni/2919505","Stylidium longitubum","Stylidiaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Eucalyptus relicta","http://id.biodiversity.org.au/node/apni/2911101","Eucalyptus relicta","Myrtaceae",,,"P2","Priority 2: Poorly-known species"
"Triumfetta mitchellii","http://id.biodiversity.org.au/node/apni/2910505","Triumfetta mitchellii","Malvaceae",,,"P3","Priority 3: Poorly-known species"
"Thysanotus brevifolius","http://id.biodiversity.org.au/node/apni/2911653","Thysanotus brevifolius","Asparagaceae",,,"P2","Priority 2: Poorly-known species"
"Frankenia conferta","http://id.biodiversity.org.au/node/apni/2898114","Frankenia conferta","Frankeniaceae",,,"VU","Vulnerable"
"Trithuria polybracteata","http://id.biodiversity.org.au/node/apni/2918284","Trithuria polybracteata","Hydatellaceae",,,"P1","Priority 1: Poorly-known species"
"Selaginella pygmaea","http://id.biodiversity.org.au/node/apni/2896452","Selaginella pygmaea","Selaginellaceae",,,"P2","Priority 2: Poorly-known species"
"Dysphania congestiflora","http://id.biodiversity.org.au/name/apni/6960969","Dysphania congestiflora",,,,"P3","Priority 3: Poorly-known species"
"Eremophila prolata","http://id.biodiversity.org.au/node/apni/2908490","Eremophila prolata","Scrophulariaceae",,,"P1","Priority 1: Poorly-known species"
"Kunzea acicularis","http://id.biodiversity.org.au/node/apni/2901978","Kunzea acicularis","Myrtaceae",,,"VU","Vulnerable"
"Synaphea nexosa","http://id.biodiversity.org.au/node/apni/2904700","Synaphea nexosa","Proteaceae",,,"P1","Priority 1: Poorly-known species"
"Calandrinia dielsii","http://id.biodiversity.org.au/node/apni/2901589","Calandrinia dielsii","Portulacaceae",,,"P2","Priority 2: Poorly-known species"
"Lechenaultia galactites","http://id.biodiversity.org.au/node/apni/2916260","Lechenaultia galactites","Goodeniaceae",,,"P3","Priority 3: Poorly-known species"
"Conostylis sp. Eneabba (M. Hislop 3864)","http://id.biodiversity.org.au/name/apni/3702430","Conostylis sp. Eneabba (M.Hislop 3864)",,,,"P2","Priority 2: Poorly-known species"
"Spermacoce sp. Berthier Dunes (R.L. Barrett RLB 5753)","http://id.biodiversity.org.au/node/apni/2889513","Spermacoce sp. Berthier Dunes (R.L. Barrett RLB 5753)","Rubiaceae",,,"P3","Priority 3: Poorly-known species"
"Gonocarpus simplex","http://id.biodiversity.org.au/node/apni/2890491","Gonocarpus simplex","Haloragaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Pterostylis macrocalymma","http://id.biodiversity.org.au/name/apni/74952","Pterostylis macrocalymma",,,,"P1","Priority 1: Poorly-known species"
"Scleria levis","http://id.biodiversity.org.au/node/apni/2906912","Scleria levis","Cyperaceae",,,"P1","Priority 1: Poorly-known species"
"Zornia areolata","http://id.biodiversity.org.au/node/apni/2921273","Zornia areolata","Fabaceae",,,"P1","Priority 1: Poorly-known species"
"Micraira brevis subsp. Theda (M.D. Barrett 1505)","ALA_Micraira_brevis_subsp_Theda_M_D_Barrett_1505","Micraira brevis subsp. Theda (M.D. Barrett 1505)",,,,"P2","Priority 2: Poorly-known species"
"Zephyrarchaea mainae","urn:lsid:biodiversity.org.au:afd.taxon:12b97d5e-1e5b-4215-880f-0a291d029efd","Zephyrarchaea mainae","Archaeidae",,"Main's assassin spider","VU","Vulnerable"
"Baeckea sp. Mt Glasse (P.G. Wilson 5717)","http://id.biodiversity.org.au/node/apni/2909022","Baeckea sp. Mt Glasse (P.G.Wilson 5717)","Myrtaceae",,,"P1","Priority 1: Poorly-known species"
"Grevillea costata","http://id.biodiversity.org.au/node/apni/2900561","Grevillea costata","Proteaceae",,,"P3","Priority 3: Poorly-known species"
"Pseudonaja affinis tanneri","urn:lsid:biodiversity.org.au:afd.taxon:f5628ce8-33a5-43df-a0d4-79b636650488","Pseudonaja affinis tanneri","Elapidae",,"pygmy dugite","P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Arthropodium sp. Yenyenning (G.J. Keighery & N. Gibson 2957)","http://id.biodiversity.org.au/node/apni/2916951","Arthropodium sp. Yenyenning (G.J. Keighery & N. Gibson 2957)","Asparagaceae",,,"P1","Priority 1: Poorly-known species"
"Daviesia uncinata","http://id.biodiversity.org.au/node/apni/2902742","Daviesia uncinata","Fabaceae",,,"P3","Priority 3: Poorly-known species"
"Eryngium pinnatifidum subsp. Umbraphilum (G.J. Keighery 13967)","http://id.biodiversity.org.au/node/apni/2920204","Eryngium pinnatifidum subsp. Umbraphilum (G.J.Keighery 13967)","Apiaceae",,,"P2","Priority 2: Poorly-known species"
"Tephrosia sp. Kununurra (T. Handasyde TH00 250)","ALA_Tephrosia_sp_Kununurra_T_Handasyde_TH00_250","Tephrosia sp. Kununurra (T. Handasyde TH00 250)",,,,"P2","Priority 2: Poorly-known species"
"Ixobrychus dubius","urn:lsid:biodiversity.org.au:afd.taxon:96567379-2006-4846-aa11-fbed5306438b","Ixobrychus dubius","Ardeidae",,"Australian little bittern","P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Banksia laevigata subsp. laevigata","http://id.biodiversity.org.au/node/apni/2913761","Banksia laevigata subsp. laevigata","Proteaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Calytrix verruculosa","http://id.biodiversity.org.au/node/apni/2890204","Calytrix verruculosa","Myrtaceae",,,"P3","Priority 3: Poorly-known species"
"Amanita kalamundae","15c8275f-a023-4250-a736-2d9177c75b64","Amanita kalamundae","Amanitaceae",,,"P3","Priority 3: Poorly-known species"
"Uperoleia minima","urn:lsid:biodiversity.org.au:afd.taxon:908e2b74-e0ba-4144-bfaa-40a4328e75e2","Uperoleia minima","Myobatrachidae",,"small toadlet","P1","Priority 1: Poorly-known species"
"Acacia cyclocarpa","http://id.biodiversity.org.au/node/apni/2889283","Acacia cyclocarpa","Fabaceae",,,"P3","Priority 3: Poorly-known species"
"Guichenotia anota","http://id.biodiversity.org.au/node/apni/2895757","Guichenotia anota","Malvaceae",,,"P1","Priority 1: Poorly-known species"
"Isotropis canescens","http://id.biodiversity.org.au/node/apni/2887815","Isotropis canescens","Fabaceae",,,"P2","Priority 2: Poorly-known species"
"Pimelea rara","http://id.biodiversity.org.au/node/apni/2889101","Pimelea rara","Thymelaeaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Thomasia dielsii","http://id.biodiversity.org.au/node/apni/2914947","Thomasia dielsii","Malvaceae",,,"P1","Priority 1: Poorly-known species"
"Setonix brachyurus","urn:lsid:biodiversity.org.au:afd.taxon:6e0e413a-e59c-413b-9d16-3d20b1bab707","Setonix brachyurus","Macropodidae",,"quokka","VU","Vulnerable"
"Loxocarya gigas","http://id.biodiversity.org.au/node/apni/2920089","Loxocarya gigas","Restionaceae",,,"P2","Priority 2: Poorly-known species"
"Ophisternon candidum","urn:lsid:biodiversity.org.au:afd.taxon:c16fb041-45ee-4310-a4e1-3cf4d9946ae5","Ophisternon candidum","Synbranchidae",,"blind cave eel","VU","Vulnerable"
"Eucalyptus rugulata","http://id.biodiversity.org.au/node/apni/2899617","Eucalyptus rugulata","Myrtaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Eremophila petrophila subsp. densa","http://id.biodiversity.org.au/node/apni/2895397","Eremophila petrophila subsp. densa","Scrophulariaceae",,,"P3","Priority 3: Poorly-known species"
"Hibbertia selkii","http://id.biodiversity.org.au/node/apni/2902118","Hibbertia selkii","Dilleniaceae",,,"P2","Priority 2: Poorly-known species"
"Conospermum quadripetalum","http://id.biodiversity.org.au/node/apni/2895621","Conospermum quadripetalum","Proteaceae",,,"P2","Priority 2: Poorly-known species"
"Thomasia formosa","http://id.biodiversity.org.au/node/apni/2903500","Thomasia x formosa","Malvaceae",,,"P1","Priority 1: Poorly-known species"
"Banksia elegans","http://id.biodiversity.org.au/node/apni/2897552","Banksia elegans","Proteaceae",,,"P4","Priority 4: Rare, Near Threatened and other species in need of monitoring"
"Schizachyrium mitchelliana","http://id.biodiversity.org.au/node/apni/2906103","Schizachyrium mitchelliana","Poaceae",,,"P1","Priority 1: Poorly-known species"
"Lerista eupoda","urn:lsid:biodiversity.org.au:afd.taxon:1734a406-021f-43a9-bb8a-ef89a329f585","Lerista eupoda","Scincidae",,"a skink","P1","Priority 1: Poorly-known species"
"Adenanthos ellipticus","http://id.biodiversity.org.au/node/apni/2887408","Adenanthos ellipticus","Proteaceae",,,"VU","Vulnerable"
"Conostylis drummondii","http://id.biodiversity.org.au/node/apni/2887304","Conostylis drummondii","Haemodoraceae",,,"EN","Endangered"
"Lerista haroldi","urn:lsid:biodiversity.org.au:afd.taxon:d4ac2511-4706-4b8f-96df-413c758d6a0f","Lerista haroldi","Scincidae",,"a skink","P1","Priority 1: Poorly-known species"
"Triodia cunninghamii","http://id.biodiversity.org.au/node/apni/2916065","Triodia cunninghamii","Poaceae",,,"P1","Priority 1: Poorly-known species"
"Grevillea thelemanniana subsp. Cooljarloo (B.J. Keighery 28 B)",,,,,,"P1","Priority 1: Poorly-known species"
"Carinotrachia carsoniana","urn:lsid:biodiversity.org.au:afd.taxon:8301a1fd-c9c2-4d9d-86ef-df774d62acc1","Carinotrachia carsoniana","Camaenidae",,"a camaenid land snail","VU","Vulnerable"
"Stylidium carnosum subsp. Narrow leaves (J.A. Wege 490)","ALA_Stylidium_carnosum_subsp_Narrow_leaves_J_A_Wege_490","Stylidium carnosum subsp. Narrow leaves (J.A. Wege 490)",,,,"P1","Priority 1: Poorly-known species"
"Picris drummondii","http://id.biodiversity.org.au/node/apni/2902184","Picris drummondii","Asteraceae",,,"P1","Priority 1: Poorly-known species"
"Eremophila lanata","http://id.biodiversity.org.au/node/apni/2892370","Eremophila lanata","Scrophulariaceae",,,"P3","Priority 3: Poorly-known species"
"Neurachne annularis","http://id.biodiversity.org.au/node/apni/2902821","Neurachne annularis","Poaceae",,,"P3","Priority 3: Poorly-known species"
"Rhagodia sp. Yeelirrie Station (K.A. Shepherd et al. KS 1396)","ALA_Rhagodia_sp_Yeelirrie_Station_K_A_Shepherd_et_al_KS_1396","Rhagodia sp. Yeelirrie Station (K.A. Shepherd et al. KS 1396)",,,,"P1","Priority 1: Poorly-known species"
"Paradraculoides bythius","urn:lsid:biodiversity.org.au:afd.taxon:24ca38ed-00be-45b7-9076-88dbcbead457","Paradraculoides bythius","Hubbardiidae",,"Mesa B/C paradraculoides","VU","Vulnerable"
"Boronia pauciflora","http://id.biodiversity.org.au/node/apni/2893684","Boronia pauciflora","Rutaceae",,,"P3","Priority 3: Poorly-known species"
"Alyxia tetanifolia","http://id.biodiversity.org.au/node/apni/2890714","Alyxia tetanifolia","Apocynaceae",,,"P3","Priority 3: Poorly-known species"
"Lepidosperma sp. Parker Range (N. Gibson & M. Lyons 2094)","ALA_Lepidosperma_sp_Parker_Range_N_Gibson_M_Lyons_2094","Lepidosperma sp. Parker Range (N. Gibson & M. Lyons 2094)",,,,"P1","Priority 1: Poorly-known species"
"Thalassarche carteri","urn:lsid:biodiversity.org.au:afd.taxon:a5e7b726-abf0-497a-bd22-7aded0ff6898","Thalassarche carteri","Diomedeidae",,"Indian yellow-nosed albatross","EN & IA","Endangered and Migratory birds protected under international agreement"
