"Supplied Name","guid","scientificName","family","kingdom","family","genus","order","taxonRank","class"
"Aira cespitosa L.","http://id.biodiversity.org.au/node/apni/2909801","Deschampsia cespitosa","Poaceae",,"Gramineae","Deschampsia","Poales","species","Magnoliopsida"
"Paspalum scrobiculatum sensu Cheeseman","ALA_Paspalum_scrobiculatum_sensu_Cheeseman","Paspalum scrobiculatum sensu Cheeseman",,,"Gramineae","Paspalum","Poales","species","Magnoliopsida"
"Olearia polita H.D.Wilson & Garn.-Jones","NZOR-4-38815","Olearia polita","Asteraceae",,"Compositae","Olearia","Asterales","species","Magnoliopsida"
"Myosotidium nobile (Hook.f.) Hook.","NZOR-4-32928","Myosotidium hortensia","Boraginaceae",,"Boraginaceae","Myosotidium",,"species","Magnoliopsida"
"Isolepis fluitans var. lenticularis (R.Br.) Muasya","http://id.biodiversity.org.au/node/apni/2897656","Isolepis fluitans","Cyperaceae",,"Cyperaceae","Isolepis","Poales","variety","Magnoliopsida"
"Parahebe jovellanoides (Garn.-Jones & de Lange) de Lange","NZOR-4-46855","Veronica jovellanoides","Plantaginaceae",,"Plantaginaceae","Parahebe","Lamiales","species","Magnoliopsida"
"Myosotis chaffeyorum C.A.Lehnebach","NZOR-4-68245","Myosotis chaffeyorum","Boraginaceae",,"Boraginaceae","Myosotis",,"species","Magnoliopsida"
"Anisotome rosaefolia (Hook.) Hook.f.","NZOR-4-10257","Scandia rosifolia","Umbelliferae",,"Umbelliferae","Scandia","Apiales","species","Magnoliopsida"
"Isolepis giraudyi Steud.","http://id.biodiversity.org.au/node/apni/2897656","Isolepis fluitans","Cyperaceae",,"Cyperaceae","Isolepis","Poales","species","Magnoliopsida"
"Leptospermum scoparium var. incanum Cockayne","NZOR-4-70596","Leptospermum scoparium var. incanum","Myrtaceae",,"Myrtaceae","Leptospermum","Myrtales","variety","Magnoliopsida"
"Geranium pilosum G.Forst","ALA_Geranium_pilosum_sensu_Allan","Geranium pilosum sensu Allan",,,"Geraniaceae","Geranium","Geraniales","species","Magnoliopsida"
"Cotula dioica var. rotundata Cheeseman","NZOR-4-91521","Leptinella rotundata","Asteraceae",,"Compositae","Leptinella","Asterales","variety","Magnoliopsida"
"Senecio hispidulus var. scaberulus (Hook.f) Belcher","ALA_Senecio_hispidulus_var_scaberulus_Hook_f_Belcher","Senecio hispidulus var. scaberulus (Hook.f) Belcher",,,"Compositae","Senecio","Asterales","variety","Magnoliopsida"
"Ischnocarpus novae-zelandiae (Hook.f.) O.E.Schulz","NZOR-4-105837","Pachycladon cheesemanii",,,"Cruciferae","Pachycladon","Brassicales","species","Magnoliopsida"
"Loranthus punctatus Colenso","NZOR-4-71548","Peraxilla tetrapetala","Loranthaceae",,"Loranthaceae","Peraxilla","Santalales","species","Magnoliopsida"
"Loranthus decussatus Kirk","NZOR-4-71548","Peraxilla tetrapetala","Loranthaceae",,"Loranthaceae","Peraxilla","Santalales","species","Magnoliopsida"
"Hebe arganthera Garn.-Jones, Bayly, W.G.Lee & Rance","NZOR-4-49810","Veronica arganthera","Plantaginaceae",,"Plantaginaceae","Hebe","Lamiales","species","Magnoliopsida"
"Pittosporum obcordatum Raoul","NZOR-4-90990","Pittosporum obcordatum","Pittosporaceae",,"Pittosporaceae","Pittosporum","Apiales","species","Magnoliopsida"
"Suttonia coxii Cockayne","NZOR-4-35561","Myrsine coxii","Primulaceae",,"Primulaceae","Myrsine","Ericales","species","Magnoliopsida"
"Gentianella calcis Glenny & Molloy subsp. calcis","NZOR-4-2824","Gentianella calcis Glenny & Molloy subsp. calcis","Gentianaceae",,"Gentianaceae","Gentianella","Gentianales","subspecies","Magnoliopsida"
"Geranium sessiliflorum subsp. novaezelandiae var. arenarium (G.Simpson & J.S.Thomson) Carolin","NZOR-4-74068","Geranium sessiliflorum var. arenarium","Geraniaceae",,"Geraniaceae","Geranium","Geraniales","variety","Magnoliopsida"
"Ranunculus trilobatus Kirk","NZOR-4-84943","Ranunculus ternatifolius","Ranunculaceae",,"Ranunculaceae","Ranunculus","Ranunculales","species","Magnoliopsida"
"Achras costata Endl.","http://id.biodiversity.org.au/node/apni/2900808","Planchonella costata","Sapotaceae",,"Sapotaceae","Planchonella","Ericales","species","Magnoliopsida"
"Pomaderris tainui Hector","http://id.biodiversity.org.au/node/apni/2895650","Pomaderris apetala","Rhamnaceae",,"Rhamnaceae","Pomaderris","Rosales","species","Magnoliopsida"
"Clianthus puniceus (G.Don) Sol. ex Lindl. var. puniceus","NZOR-4-66930","Clianthus puniceus","Leguminosae",,"Leguminosae","Clianthus","Fabales","variety","Magnoliopsida"
"Alectryon grandis (Cheeseman) Cheeseman","NZOR-4-36080","Alectryon excelsus subsp. grandis","Sapindaceae",,"Sapindaceae","Alectryon","Sapindales","species","Magnoliopsida"
"Elytranthe adamsii (Cheeseman) Engl.","NZOR-4-49521","Trilepidea adamsii","Loranthaceae",,"Loranthaceae","Trilepidea","Santalales","species","Magnoliopsida"
"Banksia tomentosa J.R.Forst. & G.Forst.","NZOR-4-21492","Pimelea tomentosa","Thymelaeaceae",,"Thymelaeaceae","Pimelea","Malvales","species","Magnoliopsida"
"Hypericum rubicundulum Heenan","NZOR-4-51775","Hypericum rubicundulum","Hypericaceae",,"Hypericaceae","Hypericum","Malpighiales","species","Magnoliopsida"
"Pterostylis tasmanica D.L.Jones","NZOR-4-74609","Pterostylis tasmanica","Orchidaceae",,"Orchidaceae","Pterostylis","Asparagales","species","Magnoliopsida"
"Plagianthus regius subsp. chathamicus (Cockayne) de Lange","NZOR-4-11814","Plagianthus regius subsp. chathamicus","Malvaceae",,"Malvaceae","Plagianthus","Malvales","subspecies","Magnoliopsida"
"Achras novozelandica F. Muell.","NZOR-4-38850","Planchonella novo-zelandica (F.Muell.) Allan (F. Muell.)","Sapotaceae",,"Sapotaceae","Planchonella","Ericales","species","Magnoliopsida"
"Myosotis matthewsii L.B.Moore","NZOR-4-121388","Myosotis matthewsii","Boraginaceae",,"Boraginaceae","Myosotis",,"species","Magnoliopsida"
"Gingidia dieffenbachii F.Muell.","NZOR-4-102313","Aciphylla dieffenbachii","Apiaceae",,"Umbelliferae","Aciphylla","Apiales","species","Magnoliopsida"
"Lepidium sisymbrioides subsp. matau var. lobulatum Thell.","NZOR-4-41303","Lepidium solandri","Brassicaceae",,"Cruciferae","Lepidium","Brassicales","variety","Magnoliopsida"
"Gentianella calcis subsp. waipara Glenny & Molloy","NZOR-4-74094","Gentianella calcis subsp. waipara","Gentianaceae",,"Gentianaceae","Gentianella","Gentianales","subspecies","Magnoliopsida"
"Cortaderia turbaria Connor","NZOR-4-88065","Cortaderia turbaria",,,"Gramineae","Austroderia","Poales","species","Magnoliopsida"
"Lepidium australe Kirk","NZOR-4-64527","Lepidium tenuicaule","Brassicaceae",,"Cruciferae","Lepidium","Brassicales","species","Magnoliopsida"
"Carmichaelia crassicaulis subsp. racemosa (Kirk) Heenan","NZOR-4-36915","Carmichaelia crassicaulis subsp. racemosa","Fabaceae",,"Leguminosae","Carmichaelia","Fabales","subspecies","Magnoliopsida"
"Myosotis colensoi (Kirk) J.F.Macbr.","NZOR-4-17658","Myosotis colensoi","Boraginaceae",,"Boraginaceae","Myosotis",,"species","Magnoliopsida"
"Swainsona novae-zelandiae Hook.f. var. novae-zelandiae","NZOR-4-123307","Montigena novae-zelandiae","Leguminosae",,"Leguminosae","Montigena","Fabales","variety","Magnoliopsida"
"Acaena depressa Kirk","NZOR-4-22131","Acaena buchananii","Rosaceae",,"Rosaceae","Acaena","Rosales","species","Magnoliopsida"
"Carmichaelia uniflora Kirk var. uniflora","NZOR-4-97851","Carmichaelia uniflora","Fabaceae",,"Leguminosae","Carmichaelia","Fabales","variety","Magnoliopsida"
"Loranthus polychroa Colenso","NZOR-4-81830","Alepis flavida","Loranthaceae",,"Loranthaceae","Alepis","Santalales","species","Magnoliopsida"
"Scirpus carsei Kük.","http://id.biodiversity.org.au/node/apni/2897656","Isolepis fluitans","Cyperaceae",,"Cyperaceae","Isolepis","Poales","species","Magnoliopsida"
"Brachyglottis rotundifolia var. ambigua (Cheeseman) B.Nord.","NZOR-4-93248","Brachyglottis rotundifolia var. ambigua","Asteraceae",,"Compositae","Brachyglottis","Asterales","variety","Magnoliopsida"
"Carmichaelia uniflora Buchanan","NZOR-4-97851","Carmichaelia uniflora","Fabaceae",,"Leguminosae","Carmichaelia","Fabales","species","Magnoliopsida"
"Lepidium sisymbrioides subsp. kawarau (Petrie) Thell.","NZOR-4-79637","Lepidium sisymbrioides","Brassicaceae",,"Cruciferae","Lepidium","Brassicales","subspecies","Magnoliopsida"
"Dichelachne micrantha (Cav.) Domin","http://id.biodiversity.org.au/node/apni/2909052","Dichelachne micrantha","Poaceae",,"Gramineae","Dichelachne","Poales","species","Magnoliopsida"
"Carex tenuiculmis (Petrie) Heenan & de Lange","NZOR-4-11710","Carex tenuiculmis","Cyperaceae",,"Cyperaceae","Carex","Poales","species","Magnoliopsida"
"Uncinia rigida sensu Petrie","ALA_Uncinia_rigida_sensu_Petrie","Uncinia rigida sensu Petrie",,,"Cyperaceae","Uncinia","Poales","species","Magnoliopsida"
"Myosotis australis var. lytteltonensis Laing & A.Wall","NZOR-4-107899","Myosotis australis var. lytteltonensis","Boraginaceae",,"Boraginaceae","Myosotis",,"variety","Magnoliopsida"
"Pittosporum kirkii Hook.f. ex Kirk","NZOR-4-90159","Pittosporum kirkii","Pittosporaceae",,"Pittosporaceae","Pittosporum","Apiales","species","Magnoliopsida"
"Deyeuxia lacustris Edgar & Connor","NZOR-4-69323","Deyeuxia lacustris","Poaceae",,"Gramineae","Deyeuxia","Poales","species","Magnoliopsida"
"Gunnera hamiltonii Kirk","NZOR-4-128373","Gunnera hamiltonii","Gunneraceae",,"Gunneraceae","Gunnera","Gunnerales","species","Magnoliopsida"
"Pittosporum patulum Hook.f.","NZOR-4-114223","Pittosporum patulum","Pittosporaceae",,"Pittosporaceae","Pittosporum","Apiales","species","Magnoliopsida"
"Olearia lineata (Kirk) Cockayne","NZOR-4-49138","Olearia lineata","Asteraceae",,"Compositae","Olearia","Asterales","species","Magnoliopsida"
"Pterostylis micromega Hook.f.","NZOR-4-82347","Pterostylis micromega","Orchidaceae",,"Orchidaceae","Pterostylis","Asparagales","species","Magnoliopsida"
"Clianthus puniceus var. maximus (Colenso) Kirk","NZOR-4-103915","Clianthus maximus","Leguminosae",,"Leguminosae","Clianthus","Fabales","variety","Magnoliopsida"
"Arthropodium bifurcatum Heenan, A.D.Mitch. & de Lange","NZOR-4-31903","Arthropodium bifurcatum","Asparagaceae",,"Asparagaceae","Arthropodium","Asparagales","species","Magnoliopsida"
"Alectryon excelsus subsp. grandis (Cheeseman) de Lange & E.K.Cameron","NZOR-4-36080","Alectryon excelsus subsp. grandis","Sapindaceae",,"Sapindaceae","Alectryon","Sapindales","subspecies","Magnoliopsida"
"Melicytus crassifolius (Hook.f.) Garn.-Jones","NZOR-4-64726","Melicytus crassifolius","Violaceae",,"Violaceae","Melicytus","Malpighiales","species","Magnoliopsida"
"Dactylanthus taylorii Hook.f.","NZOR-4-12213","Dactylanthus taylorii","Mystropetalaceae",,"Balanophoraceae","Dactylanthus","Santalales","species","Magnoliopsida"
"Paratrophis banksii Cheeseman","NZOR-4-93683","Streblus banksii","Moraceae",,"Moraceae","Streblus","Rosales","species","Magnoliopsida"
"Clematis marmoraria Sneddon","NZOR-4-32783","Clematis marmoraria","Ranunculaceae",,"Ranunculaceae","Clematis","Ranunculales","species","Magnoliopsida"
"Poa uniflora Buchanan","NZOR-4-79631","Simplicia buchananii","Poaceae",,"Gramineae","Simplicia","Poales","species","Magnoliopsida"
"Carex rubicunda Petrie","NZOR-4-56499","Carex rubicunda","Cyperaceae",,"Cyperaceae","Carex","Poales","species","Magnoliopsida"
"Teucridium parvifolium Hook.f.","NZOR-4-131153","Teucridium parvifolium","Labiatae",,"Labiatae","Teucridium","Lamiales","species","Magnoliopsida"
"Todea barbara (L.) T.Moore","http://id.biodiversity.org.au/node/apni/2916843","Todea barbara","Osmundaceae",,"Osmundaceae","Todea","Osmundales","species","Polypodiopsida"
"Aciphylla dieffenbachii (F.Muell.) Kirk","NZOR-4-102313","Aciphylla dieffenbachii","Apiaceae",,"Umbelliferae","Aciphylla","Apiales","species","Magnoliopsida"
"Lepidium seditiosum de Lange, Heenan & J.Rolfe","NZOR-4-108357","Lepidium seditiosum","Brassicaceae",,"Cruciferae","Lepidium","Brassicales","species","Magnoliopsida"
"Muehlenbeckia ephedroides Hook.f.","NZOR-4-55198","Muehlenbeckia ephedroides","Polygonaceae",,"Polygonaceae","Muehlenbeckia","Caryophyllales","species","Magnoliopsida"
"Crassula manaia A.P.Druce & Sykes","NZOR-4-53861","Crassula manaia","Crassulaceae",,"Crassulaceae","Crassula","Saxifragales","species","Magnoliopsida"
"Pimelea longifolia Sol. ex Wikstr.","NZOR-4-21570","Pimelea longifolia","Thymelaeaceae",,"Thymelaeaceae","Pimelea","Malvales","species","Magnoliopsida"
"Davallia puketi T.Shaw","NZOR-4-94422","Davallia tasmanii subsp. cristata","Davalliaceae",,"Davalliaceae","Davallia","Polypodiales","species","Polypodiopsida"
"Ranunculus crithmifolius subsp. paucifolius (Kirk) F.J.F.Fisher","NZOR-4-100986","Ranunculus crithmifolius","Ranunculaceae",,"Ranunculaceae","Ranunculus","Ranunculales","subspecies","Magnoliopsida"
"Hebe salicornioides (Hook.f.) Cockayne & Allan","NZOR-4-101853","Hebe salicornioides","Plantaginaceae",,"Plantaginaceae","Hebe","Lamiales","species","Magnoliopsida"
"Uncinia auceps de Lange & Heenan","NZOR-4-25691","Uncinia auceps","Cyperaceae",,"Cyperaceae","Uncinia","Poales","species","Magnoliopsida"
"Atriplex cinerea Poir.","http://id.biodiversity.org.au/node/apni/2903932","Atriplex cinerea","Chenopodiaceae",,"Amaranthaceae","Atriplex","Caryophyllales","species","Magnoliopsida"
"Pteris seticaulis Hook.","http://id.biodiversity.org.au/node/apni/2915450","Pellaea falcata","Pteridaceae",,"Pteridaceae","Pellaea","Polypodiales","species","Polypodiopsida"
"Paspalum orbiculare G.Forst.","http://id.biodiversity.org.au/node/apni/2897755","Paspalum scrobiculatum","Poaceae",,"Gramineae","Paspalum","Poales","species","Magnoliopsida"
"Carex litorosa L.H.Bailey","NZOR-4-16813","Carex litorosa","Cyperaceae",,"Cyperaceae","Carex","Poales","species","Magnoliopsida"
"Leptinella featherstonii F.Muell.","NZOR-4-66899","Leptinella featherstonii","Asteraceae",,"Compositae","Leptinella","Asterales","species","Magnoliopsida"
"Olearia hectorii Hook.f.","NZOR-4-96998","Olearia hectorii","Asteraceae",,"Compositae","Olearia","Asterales","species","Magnoliopsida"
"Brachyglottis kirkii (Kirk) C.J.Webb var. kirkii","ALA_Brachyglottis_kirkii_Kirk_C_J_Webb_var_kirkii","Brachyglottis kirkii (Kirk) C.J.Webb var. kirkii",,,"Compositae","Brachyglottis","Asterales","variety","Magnoliopsida"
"Hebe adamsii (Cheeseman) Cockayne & Allan","NZOR-4-40486","Veronica adamsii","Plantaginaceae",,"Plantaginaceae","Hebe","Lamiales","species","Magnoliopsida"
"Spiranthes australis sensu Hook.f.","ALA_Spiranthes_australis_sensu_Hook_f","Spiranthes australis sensu Hook.f.",,,"Orchidaceae","Spiranthes","Asparagales","species","Magnoliopsida"
"Myosotis pygmaea var. glauca G.Simpson & J.S.Thomson","NZOR-4-91407","Myosotis pygmaea var. glauca","Boraginaceae",,"Boraginaceae","Myosotis",,"variety","Magnoliopsida"
"Swainsona novae-zelandiae var. glabra G.Simpson","NZOR-4-123307","Montigena novae-zelandiae","Leguminosae",,"Leguminosae","Montigena","Fabales","variety","Magnoliopsida"
"Paracaleana minor (R.Br.) Blaxell","NZOR-4-116008","Paracaleana minor",,,"Orchidaceae","Paracaleana","Asparagales","species","Magnoliopsida"
"Myriophyllum robustum Hook.f.","NZOR-4-103914","Myriophyllum robustum","Haloragaceae",,"Haloragaceae","Myriophyllum","Saxifragales","species","Magnoliopsida"
"Dichelachne rigida Steud.","NZOR-4-33397","Anemanthele lessoniana","Poaceae",,"Gramineae","Anemanthele","Poales","species","Magnoliopsida"
"Solanum aviculare G.Forst. var. aviculare","NZOR-4-23062","Solanum aviculare G.Forst. var. aviculare","Solanaceae",,"Solanaceae","Solanum","Solanales","variety","Magnoliopsida"
"Viscum pubigerum A.Cunn.","NZOR-4-116467","Tupeia antarctica","Loranthaceae",,"Loranthaceae","Tupeia","Santalales","species","Magnoliopsida"
"Carmichaelia orbiculata Colenso","NZOR-4-70","Carmichaelia nana","Fabaceae",,"Leguminosae","Carmichaelia","Fabales","species","Magnoliopsida"
"Geranium solanderi Carolin","http://id.biodiversity.org.au/node/apni/7387836","Geranium solanderi","Geraniaceae",,"Geraniaceae","Geranium","Geraniales","species","Magnoliopsida"
"Brachyglottis turneri (Cheeseman) C.J.Webb","NZOR-4-72912","Brachyglottis turneri","Asteraceae",,"Compositae","Brachyglottis","Asterales","species","Magnoliopsida"
"Scandia rosifolia (Hook.f.) J.W.Dawson","NZOR-4-10257","Scandia rosifolia","Umbelliferae",,"Umbelliferae","Scandia","Apiales","species","Magnoliopsida"
"Lobelia fugax Heenan, Courtney & P.N.Johnson","NZOR-4-50314","Lobelia fugax","Campanulaceae",,"Campanulaceae","Lobelia","Asterales","species","Magnoliopsida"
"Lepidium kawarau Petrie","NZOR-4-79637","Lepidium sisymbrioides","Brassicaceae",,"Cruciferae","Lepidium","Brassicales","species","Magnoliopsida"
"Sonchus oleraceus var. littoralis Kirk","NZOR-4-3023","Sonchus kirkii","Asteraceae",,"Compositae","Sonchus","Asterales","variety","Magnoliopsida"
"Melicytus flexuosus Molloy & A.P.Druce","NZOR-4-44601","Melicytus flexuosus","Violaceae",,"Violaceae","Melicytus","Malpighiales","species","Magnoliopsida"
"Isolepis novae-zealandiae Colenso","NZOR-4-64065","Isolepis basilaris","Cyperaceae",,"Cyperaceae","Isolepis","Poales","species","Magnoliopsida"
"Aciphylla acutifolia Cockayne","NZOR-4-91260","Anisotome acutifolia","Apiaceae",,"Umbelliferae","Anisotome","Apiales","species","Magnoliopsida"
"Lycopodium serpentinum Kunze","http://id.biodiversity.org.au/node/apni/2905113","Lycopodiella serpentina","Lycopodiaceae",,"Lycopodiaceae","Lycopodiella","Lycopodiales","species","Lycopodiopsida"
"Hibiscus diversifolius Jacq. subsp. diversifolius","NZOR-4-57970","Hibiscus diversifolius Jacq. subsp. diversifolius","Malvaceae",,"Malvaceae","Hibiscus","Malvales","subspecies","Magnoliopsida"
"Carex petriei var. rubicunda (Petrie) Kük.","NZOR-4-56499","Carex rubicunda","Cyperaceae",,"Cyperaceae","Carex","Poales","variety","Magnoliopsida"
"Lepidium oleraceum var. acutidentatum Kirk","NZOR-4-41155","Lepidium oleraceum var. acutidentatum","Brassicaceae",,"Cruciferae","Lepidium","Brassicales","variety","Magnoliopsida"
"Calochilus campestris sensu Hatch","ALA_Calochilus_campestris_sensu_Hatch","Calochilus campestris sensu Hatch",,,"Orchidaceae","Calochilus","Asparagales","species","Magnoliopsida"
"Paratrophis heterophylla var. elliptica Kirk","NZOR-4-93683","Streblus banksii","Moraceae",,"Moraceae","Streblus","Rosales","variety","Magnoliopsida"
"Agrostis procera A.Rich.","NZOR-4-33397","Anemanthele lessoniana","Poaceae",,"Gramineae","Anemanthele","Poales","species","Magnoliopsida"
"Lepidium sisymbrioides subsp. kawarau var. dubium (Kirk) Thell.","NZOR-4-79637","Lepidium sisymbrioides","Brassicaceae",,"Cruciferae","Lepidium","Brassicales","variety","Magnoliopsida"
"Myosotis lytteltonensis (Laing & A.Wall) de Lange","NZOR-4-3807","Myosotis lytteltonensis","Boraginaceae",,"Boraginaceae","Myosotis",,"species","Magnoliopsida"
"Lepidium aegrum Heenan & de Lange","NZOR-4-43762","Lepidium aegrum","Brassicaceae",,"Cruciferae","Lepidium","Brassicales","species","Magnoliopsida"
"Linum monogynum var. chathamicum Cockayne","NZOR-4-39632","Linum monogynum var. chathamicum","Linaceae",,"Linaceae","Linum","Malpighiales","variety","Magnoliopsida"
"Alepis flavida (Hook.f.) Tiegh.","NZOR-4-81830","Alepis flavida","Loranthaceae",,"Loranthaceae","Alepis","Santalales","species","Magnoliopsida"
"Isolepis curvula (Nees) Kunth","http://id.biodiversity.org.au/node/apni/2897656","Isolepis fluitans","Cyperaceae",,"Cyperaceae","Isolepis","Poales","species","Magnoliopsida"
"Tillaea purpurata Hook.f.","http://id.biodiversity.org.au/node/apni/2895654","Crassula peduncularis","Crassulaceae",,"Crassulaceae","Crassula","Saxifragales","species","Magnoliopsida"
"Pseudowintera insperata Heenan & de Lange","NZOR-4-9609","Pseudowintera insperata","Winteraceae",,"Winteraceae","Pseudowintera","Canellales","species","Magnoliopsida"
"Sticherus urceolatus M.Garrett & Kantvilas","http://id.biodiversity.org.au/node/apni/2918259","Sticherus urceolatus","Gleicheniaceae",,"Gleicheniaceae","Sticherus","Gleicheniales","species","Polypodiopsida"
"Ranunculus ternatifolius Kirk","NZOR-4-84943","Ranunculus ternatifolius","Ranunculaceae",,"Ranunculaceae","Ranunculus","Ranunculales","species","Magnoliopsida"
"Baumea complanata (Berggr.) S.T.Blake","NZOR-4-19906","Baumea complanata",,,"Cyperaceae","Machaerina","Poales","species","Magnoliopsida"
"Simplicia laxa Kirk var. laxa","NZOR-4-116072","Simplicia laxa","Poaceae",,"Gramineae","Simplicia","Poales","variety","Magnoliopsida"
"Rytidosperma merum Connor & Edgar","NZOR-4-106593","Rytidosperma merum","Poaceae",,"Gramineae","Rytidosperma","Poales","species","Magnoliopsida"
"Pimelea dichotoma Colenso","NZOR-4-21492","Pimelea tomentosa","Thymelaeaceae",,"Thymelaeaceae","Pimelea","Malvales","species","Magnoliopsida"
"Ranunculus viridis H.D.Wilson & Garn.-Jones","NZOR-4-124313","Ranunculus viridis","Ranunculaceae",,"Ranunculaceae","Ranunculus","Ranunculales","species","Magnoliopsida"
"Nasturtium oleraceum Kuntze","NZOR-4-2793","Lepidium oleraceum","Brassicaceae",,"Cruciferae","Lepidium","Brassicales","species","Magnoliopsida"
"Ophioglossum pedunculosum sensu Cheeseman","ALA_Ophioglossum_pedunculosum_sensu_Cheeseman","Ophioglossum pedunculosum sensu Cheeseman",,,"Ophioglossaceae","Ophioglossum","Ophioglossales","species","Psilotopsida"
"Carmichaelia enysii var. orbiculata (Colenso) Kirk","NZOR-4-70","Carmichaelia nana","Fabaceae",,"Leguminosae","Carmichaelia","Fabales","variety","Magnoliopsida"
"Cotula renwickii Cockayne","NZOR-4-66899","Leptinella featherstonii","Asteraceae",,"Compositae","Leptinella","Asterales","species","Magnoliopsida"
"Myosotis mooreana C.A.Lehnebach","NZOR-4-133122","Myosotis mooreana","Boraginaceae",,"Boraginaceae","Myosotis",,"species","Magnoliopsida"
"Myrsine coxii Cockayne","NZOR-4-35561","Myrsine coxii","Primulaceae",,"Primulaceae","Myrsine","Ericales","species","Magnoliopsida"
"Pimelea aridula Cheeseman subsp. aridula","NZOR-4-50081","Pimelea aridula Cheeseman subsp. aridula","Thymelaeaceae",,"Thymelaeaceae","Pimelea","Malvales","subspecies","Magnoliopsida"
"Brachyscome pinnata Hook.f.","NZOR-4-60353","Brachyscome sinclairii","Asteraceae",,"Compositae","Brachyscome","Asterales","species","Magnoliopsida"
"Carmichaelia kirkii Hook.f.","NZOR-4-17630","Carmichaelia kirkii","Fabaceae",,"Leguminosae","Carmichaelia","Fabales","species","Magnoliopsida"
"Olearia virgata var. lineata Kirk","NZOR-4-49138","Olearia lineata","Asteraceae",,"Compositae","Olearia","Asterales","variety","Magnoliopsida"
"Arundo triodioides Trin.","http://id.biodiversity.org.au/node/apni/2908237","Poa billardierei","Poaceae",,"Gramineae","Poa","Poales","species","Magnoliopsida"
"Hypsela rivalis E.Wimm.","NZOR-4-130894","Lobelia ionantha Heenan (E.Wimm.)","Campanulaceae",,"Campanulaceae","Lobelia","Asterales","species","Magnoliopsida"
